Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
J,"Pritzl, Vaclav; Vrba, Matous; Stepan, Petr; Saska, Martin",,,,"Saska, Martin/L-3669-2013; Štěpán, Petr/X-2931-2018; Vrba, Matouš/GXV-6607-2022",,,,,,Fusion of Visual-Inertial Odometry With LiDAR Relative Localization for Cooperative Guidance of a Micro-Scale Aerial Vehicle,,,,,,,,IEEE ACCESS,,,,14,,,,31269,31285,,,,10.1109/ACCESS.2026.3666998,,,,,,,Article,2026,2026,"A novel relative localization approach for guidance of a micro-scale Unmanned Aerial Vehicle (UAV) by a well-equipped aerial robot fusing Visual-Inertial Odometry (VIO) with Light Detection and Ranging (LiDAR) is proposed in this paper. LiDAR-based localization is accurate and robust to challenging environmental conditions, but 3D LiDARs are relatively heavy and require large UAV platforms, in contrast to lightweight cameras. However, visual-based self-localization methods exhibit lower accuracy and can suffer from significant drift with respect to the global reference frame. To benefit from both sensory modalities, we focus on cooperative navigation in a heterogeneous team of a primary LiDAR-equipped UAV and a secondary micro-scale camera-equipped UAV. We propose a novel cooperative approach combining LiDAR relative localization data with VIO output on board the primary UAV to obtain an accurate pose of the secondary UAV. The pose estimate is used to precisely and reliably guide the secondary UAV along trajectories defined in the primary UAV reference frame. The experimental evaluation has shown the superior accuracy of our method to the raw VIO output, reaching the average 3D Absolute Trajectory Error (ATE) of 0.28 m, and demonstrated its capability to guide the secondary UAV along desired trajectories while mitigating VIO drift. Thus, such a heterogeneous system can explore large areas with LiDAR precision, as well as visit locations inaccessible to the large LiDAR-carrying UAV platforms, as was showcased in a real-world cooperative mapping scenario.",,,,,,,,,0,0,0,0,0,0,0,2,2,2169-3536,,,,,,,,,,,,,,,2026-03-22,WOS:001706374500041,,
C,"Omotuyi, Oyindamola; Kumar, Manish",,,,,,,,,,UAV Visual-Inertial Dynamics (VI-D) Odometry using Unscented Kalman Filter,,,,,,,,IFAC PAPERSONLINE,,,,54,20,,,814,819,,,,10.1016/j.ifacol.2021.11.272,,,,,DEC 2021,,Proceedings Paper,OCT 2021,2021,"Different approaches to Visual -Inertial odometry(VIO) has been presented in literature. However, few research works exploits the quadrotor translational and rotational dynamics and the known thrust and torque inputs. Additional information from the dynamics with known control inputs improves the state estimation. This paper is focused on the estimation of the quadrotor UAV 6 DOF pose by fusing the information from the dynamics of the quadrotor coupled with visual-inertial measurements using an Unscented Kalman Filter. The thrust and torque inputs drives the prediction model while the VIO system provides 6 DOF pose, velocity and unbiased angular velocity of the vehicle. The results shows that our approach improves the state estimates by about 2-5% in translation and 37% in rotation. Copyright (C) 2021 The Authors.",,,,,"Modeling, Estimation and Control Conference (MECC)Modeling, Estimation and Control Conference (MECC)","OCT 24-27, 2021OCT 24-27, 2021","Amer Automat Control Council; Int Federat Automat Control, Tech Comm 4 2 Mechatron Syst; Int Federat Automat Control, Tech Comm 7 1 Automot ControlAmer Automat Control Council; Int Federat Automat Control, Tech Comm 4 2 Mechatron Syst; Int Federat Automat Control, Tech Comm 7 1 Automot Control",ELECTR NETWORKELECTR NETWORK,9,1,0,0,0,0,12,2,13,2405-8963,,,,,,,,,,,,,,,2022-01-05,WOS:000730606300129,,
J,"Tejero-Ruiz, David; Solis-Martin, David; Perez-Grau, Francisco J.; Borrego-Diaz, Joaquin",,,,"/P-3596-2018; Borrego-Díaz, Joaquín/M-3295-2014; Martín, David/N-1623-2016","Tejero-Ruiz, David/0009-0005-4168-7253",,,,,Indoor UAV navigation using event cameras and intermediate frame reconstruction,,,,,,,,COMPUTER VISION AND IMAGE UNDERSTANDING,,,,264,,,,,,104650,,,10.1016/j.cviu.2026.104650,,,,,JAN 2026,,Article,FEB 2026,2026,"Indoor UAV navigation faces significant challenges due to GPS signal absence and limitations of conventional visual-inertial systems under challenging lighting and motion conditions. This paper presents an event-based visual-inertial odometry system that addresses these limitations through intermediate frame reconstruction from event streams combined with established odometry algorithms. The approach leverages event cameras' unique characteristics - microsecond temporal resolution, high dynamic range (120 dB), and motion blur immunity - to maintain stable navigation performance under conditions that cause conventional systems to fail. The system achieves real-time operation at 30 Hz frame reconstruction and 20 Hz pose estimation on embedded hardware, consuming 15 W power while adding only 50 g to the UAV platform. Experimental validation in controlled indoor environments demonstrates mean absolute pose errors of 26-42 cm across different operational conditions, comparable to conventional visual-inertial systems. Critically, the system maintains stable performance during rapid lighting transitions, showing only 59% performance degradation compared to baseline conditions, while conventional cameras typically experience complete tracking failure. The results establish event-based visual-inertial odometry as a viable alternative for indoor UAV navigation, particularly in applications requiring environmental robustness over marginal accuracy improvements under optimal conditions.",,,,,,,,,0,0,0,0,0,0,0,3,3,1077-3142,1090-235X,,,,,,,,,,,,,,2026-01-29,WOS:001668523900001,,
C,"Yan, Xu; Bi, Yingcai; Gao, Zhi; Lin, Feng",,,IEEE,,,,,,,Laser-aided Infrared Visual Inertial Odometry for Unmanned Aerial Vehicle with Multi-plane Constraint,,,,,,,,2018 3RD IEEE INTERNATIONAL CONFERENCE ON ADVANCED ROBOTICS AND MECHATRONICS (IEEE ICARM),,,,,,,,323,327,,,,,,,,,,,Proceedings Paper,2018,2018,"In this work, we propose an infrared visual inertial odometry (VIO) algorithm for unmanned aerial vehicles (UAV) for both daytime and nighttime. It utilizes images from a single downward-looking thermal camera, and uses a laser scanner to measure relative distance to determine the scale factor. The scale recovery process consists of a comprehensive logic flow to try out measurements into a homography decomposition with a multi-plane constraint, obtaining the results with minimum error, making the algorithm more robust. Moreover, other modifications, such as keyframe idea and pruning KLT tracker with sub-regions further improves the performance. Besides, the results are fused with an on-board IMU through an EKE based sensor fusion framework. This infrared visual inertial odometry algorithm can still navigate UAVs during the missions when GPS is down or not reliable or under poor illumination condition.",,,,,3rd IEEE International Conference on Advanced Robotics and Mechatronics (ICARM)3rd IEEE International Conference on Advanced Robotics and Mechatronics (ICARM),"JUL 18-20, 2018JUL 18-20, 2018",IEEE Syst Man & Cybernet Soc; Singapore Univ Technol & Design; Nanyang Technol Univ; Agcy Sci Technol & Res; IEEE Robot Automat Soc; Sunrise Instruments; IEEE Syst Man & Cybernet Soc Tech Comm Bio Mechatron & Bio Robot Syst; IEEE Robot Automat Soc Tech Comm Neuro Robot Syst; IEEE CAA Journal Automatica Sinica; Aiibbot; Guangxi Aiibbot Intelligent Technol Co Ltd; Leeman China; IEEEIEEE Syst Man & Cybernet Soc; Singapore Univ Technol & Design; Nanyang Technol Univ; Agcy Sci Technol & Res; IEEE Robot Automat Soc; Sunrise Instruments; IEEE Syst Man & Cybernet Soc Tech Comm Bio Mechatron & Bio Robot Syst; IEEE Robot Automat Soc Tech Comm Neuro Robot Syst; IEEE CAA Journal Automatica Sinica; Aiibbot; Guangxi Aiibbot Intelligent Technol Co Ltd; Leeman China; IEEE,"Natl Univ Singapore, Singapore, SINGAPORENatl Univ Singapore, Singapore, SINGAPORE",1,0,0,0,0,0,1,1,5,,,978-1-5386-7066-8,,,,,,,,,,,,,2019-02-21,WOS:000458327200056,,
J,"Chen, Shengyang; Chang, Ching-Wei; Wen, Chih-Yung",,,,"; WEN, Chih-Yung/M-1763-2015","Chen, Shengyang/0000-0003-1506-0615; WEN, Chih-Yung/0000-0002-1181-8786; Chang, Ching-Wei/0000-0001-7307-6039",,,,,Perception in the Dark; Development of a ToF Visual Inertial Odometry System,,,,,,,,SENSORS,,,,20,5,,,,,1263,,,10.3390/s20051263,,,,,,,Article,MAR 2020,2020,"Visual inertial odometry (VIO) is the front-end of visual simultaneous localization and mapping (vSLAM) methods and has been actively studied in recent years. In this context, a time-of-flight (ToF) camera, with its high accuracy of depth measurement and strong resilience to ambient light of variable intensity, draws our interest. Thus, in this paper, we present a realtime visual inertial system based on a low cost ToF camera. The iterative closest point (ICP) methodology is adopted, incorporating salient point-selection criteria and a robustness-weighting function. In addition, an error-state Kalman filter is used and fused with inertial measurement unit (IMU) data. To test its capability, the ToF-VIO system is mounted on an unmanned aerial vehicle (UAV) platform and operated in a variable light environment. The estimated flight trajectory is compared with the ground truth data captured by a motion capture system. Real flight experiments are also conducted in a dark indoor environment, demonstrating good agreement with estimated performance. The current system is thus shown to be accurate and efficient for use in UAV applications in dark and Global Navigation Satellite System (GNSS)-denied environments.",,,,,,,,,8,0,0,0,0,0,9,0,26,,1424-8220,,,,,,,,,,,,,,2020-04-23,WOS:000525271500025,32110910,
C,"Bednar, Jan; Petrlik, Matej; Vivaldini, Kelen Cristiane Teixeira; Saska, Martin",,,IEEE,"Saska, Martin/L-3669-2013; Vivaldini, Kelen Cristiane Teixeira/JAC-5505-2023; Petrlik, Matej/JPK-7022-2023; Bednar, Jan/H-3648-2017","Vivaldini, Kelen Cristiane Teixeira/0000-0001-5985-9635; Petrlik, Matej/0000-0002-5337-9558;",,,,,Deployment of Reliable Visual Inertial Odometry Approaches for Unmanned Aerial Vehicles in Real-world Environment,,,,,,,,2022 INTERNATIONAL CONFERENCE ON UNMANNED AIRCRAFT SYSTEMS (ICUAS),,International Conference on Unmanned Aircraft Systems,,,,,,167,176,,,,10.1109/ICUAS54217.2022.9836067,,,,,,,Proceedings Paper,2022,2022,"Integration of Visual Inertial Odometry (VIO) methods into a modular control system designed for deployment of Unmanned Aerial Vehicles (UAVs) and teams of cooperating UAVs in real-world conditions are presented in this paper. Reliability analysis and fair performance comparison of several methods integrated into a control pipeline for achieving full autonomy in real conditions is provided. Although most VIO algorithms achieve excellent localization precision and negligible drift on artificially created datasets, the aspects of reliability in non-ideal situations, robustness to degraded sensor data, and the effects of external disturbances and feedback control coupling are not well studied. These imperfections, which are inherently present in cases of real-world deployment of UAVs, negatively affect the ability of the most used VIO approaches to output a sensible pose estimation. We identify the conditions that are critical for a reliable flight under VIO localization and propose workarounds and compensations for situations in which such conditions cannot be achieved. The performance of the UAV system with integrated VIO methods is quantitatively analyzed w.r.t. RTK ground truth and the ability to provide reliable pose estimation for the feedback control is demonstrated onboard a UAV that is tracking dynamic trajectories under challenging illumination.",,,,,International Conference on Unmanned Aircraft Systems (ICUAS)International Conference on Unmanned Aircraft Systems (ICUAS),"JUN 21-24, 2022JUN 21-24, 2022",,"Dubrovnik, CROATIADubrovnik, CROATIA",8,0,0,0,0,0,9,0,12,2373-6720,,978-1-6654-0593-5,,,,,,,,,,,,,2022-09-28,WOS:000854030400020,,
J,"Allak, Eren; Brommer, Christian; Dallenbach, Diego; Weiss, Stephan",,,,"Allak, Eren/IQR-7435-2023","Brommer, Christian/0000-0002-2801-2172",,,,,AMADEE-18: Vision-Based Unmanned Aerial Vehicle Navigation for Analog Mars Mission (AVI-NAV),,,,,,,,ASTROBIOLOGY,,,,20,11,,,1321,1337,,,,10.1089/ast.2019.2036,,,,,,,Article,NOV 1 2020,2020,"As a part of the AMADEE-18 analog Mars mission, designed to study challenges associated with human-based exploration of the Red Planet, we focused our team efforts on testing means to localize an unmanned aerial vehicle (UAV) on Mars. Robot helicopters, such as the one selected for a technology demonstration as a part of NASA's Mars 2020 mission, are small and their performance is computationally limited. An essential aspect of navigation and path planning of an autonomous helicopter is accurate localization of the robot. In the absence of a global positioning system, a computationally efficient localization technology that can be applied on Mars is visual-inertial odometry (VIO). The AMADEE-18 mission provided an opportunity to test the feasibility of a state-of-the-art VIO algorithm and the camera in a Mars-like analog environment. The flight datasets included different terrain structures that challenged the functionality of VIO algorithms. The experiment has yielded valuable insights into the desired surface structure, texture, and mission times for surface relative navigation of UAV on Mars.",,,,,,,,,8,1,0,0,1,0,9,1,20,1531-1074,1557-8070,,,,,,,,,,,,,,2020-11-25,WOS:000588619200006,33179969,
C,"Shou, Yicheng; Song, Zhuoyue; Qi, Haoyu; Li, Zhen; Chen, Wenjie",,,,"Li, Zhen/F-9475-2015; song, zhuoyue/JOK-9301-2023","Li, Zhen/0000-0003-1166-9482;","Yan, L; Duan, H; Deng, Y",,,,Distributed UAV Swarm Collaborative SLAM Based on Visual-Inertial-Ranging Measurement,,,,,,,,"ADVANCES IN GUIDANCE, NAVIGATION AND CONTROL, VOL 6",,Lecture Notes in Electrical Engineering,,1342,,,,183,192,,,,10.1007/978-981-96-2220-7_18,,,,,,,Proceedings Paper,2025,2025,"Compared with the standalone operation, unmanned aerial vehicle (UAV) swarm systems bring the high efficiency to the task execution in a cooperative manner, and they has gained the widespread application in disaster relief, power inspection and other fields. To support the fulfillment of cooperative task, the cooperative positioning capability plays the key role in global positioning system (GPS) denied areas. However, there are still difficulties in initialization, high communication demand, and inevitable drift for swarm cooperative positioning. In order to solve the problems above, a distributed collaborative simultaneous localization and mapping (SLAM) system is developed based on ranging measurement from ultra-wideband (UWB), which specifically accelerates the initialization by introducing prior information, and optimizes the communication framework between the UAVs so as to run in real time. Besides, the ranging is introduced as the restraints on the relative drift between the nodes. The evaluation are performed on datasets recorded in a lab environment. Experiments results show that our method surpasses 15% over the mainstream visual-inertial odometry in positioning accuracy. Furthermore, our method effectively reduces the drift of the visual-inertial odometry in challenging scenarios on visual.",,,,,"2024 International Conference on Guidance, Navigation and Control2024 International Conference on Guidance, Navigation and Control","AUG 09-11, 2024AUG 09-11, 2024",National University of Defense TechnologyNational University of Defense Technology,"Changsha, PEOPLES R CHINAChangsha, PEOPLES R CHINA",0,0,0,0,0,0,0,4,8,1876-1100,1876-1119,978-981-96-2222-1; 978-981-96-2220-7; 978-981-96-2219-1,,,,,,,,,,,,,2025-05-14,WOS:001472217500018,,
J,"Feng, Zheyu; Li, Jianwen; Zhang, Lundong; Chen, Chen",,,,"do, zh/JYP-0936-2024",,,,,,Online Spatial and Temporal Calibration for Monocular Direct Visual-Inertial Odometry,,,,,,,,SENSORS,,,,19,10,,,,,2273,,,10.3390/s19102273,,,,,,,Article,MAY 2 2019,2019,"Owing to the nonlinearity in visual-inertial state estimation, sufficiently accurate initial states, especially the spatial and temporal parameters between IMU (Inertial Measurement Unit) and camera, should be provided to avoid divergence. Moreover, these parameters are required to be calibrated online since they are likely to vary once the mechanical configuration slightly changes. Recently, direct approaches have gained popularity for their better performance than feature-based approaches in little-texture or low-illumination environments, taking advantage of tracking pixels directly. Based on these considerations, we perform a direct version of monocular VIO (Visual-inertial Odometry), and propose a novel approach to initialize the spatial-temporal parameters and estimate them with all other variables of interest (IMU pose, point inverse depth, etc.). We highlight that our approach is able to perform robust and accurate initialization and online calibration for the spatial and temporal parameters without utilizing any prior information, and also achieves high-precision estimates even when large temporal offset occurs. The performance of the proposed approach was verified through the public UAV (Unmanned Aerial Vehicle) dataset.",,,,,,,,,11,0,0,0,0,0,11,2,27,1424-8220,,,,,,,,,,,,,,,2019-06-28,WOS:000471014500060,31100933,
J,"Bautista, Nicolas; Gutierrez, Hector; Inness, John; Rakoczy, John",,,,"Gutierrez, Hector/AAL-4710-2021","Gutierrez, Hector/0000-0003-2181-1964",,,,,Precision Landing of a Quadcopter Drone by Smartphone Video Guidance Sensor in a GPS-Denied Environment,,,,,,,,SENSORS,,,,23,4,,,,,1934,,,10.3390/s23041934,,,,,,,Article,FEB 2023,2023,"This paper describes the deployment, integration, and demonstration of a Smartphone Video Guidance Sensor (SVGS) as a novel technology for autonomous 6-DOF proximity maneuvers and precision landing of a quadcopter drone. The proposed approach uses a vision-based photogrammetric position and attitude sensor (SVGS) to estimate the position of a landing target after video capture. A visual inertial odometry sensor (VIO) is used to provide position estimates of the UAV in a ground coordinate system during flight on a GPS-denied environment. The integration of both SVGS and VIO sensors enables the accurate updating of position setpoints during landing, providing improved performance compared with VIO-only landing, as shown in landing experiments. The proposed technique also shows significant operational advantages compared with state-of-the-art sensors for indoor landing, such as those based on augmented reality (AR) markers.",,,,,,,,,9,0,0,0,0,0,9,1,17,,1424-8220,,,,,,,,,,,,,,2023-03-20,WOS:000942282000001,36850531,
C,"Yang, Zhenzhou; Zong, Qun; Chen, Hongming; Tian, Bailing",,,,"Shen, Hongming/IWL-9981-2023; Zong, Qiugang/L-1920-2018",,"Fu, J; Sun, J",,,,An Online Calibration 2-DoF Attitude and Height State Estimator,,,,,,,,PROCEEDINGS OF THE 39TH CHINESE CONTROL CONFERENCE,,Chinese Control Conference,,,,,,3252,3257,,,,,,,,,,,Proceedings Paper,2020,2020,"The Visual-inertial based simultaneous localization and mapping ( SLAM) method has been a hot topic in recent years. When Unmanned Aerial Vehicle (UAV) detects in the unknown environment, stable control and mapping is need. It is intolerable for the error of roll and pitch estimation of the attitude, and the altitude needs to maintain continuous and effective observations to prevent drift. In this paper, based on nonlinear optimization methods with a sliding window, we propose an visual-inertial odometry that solves more precise pitch and roll by IMU using EKF algorithm and integrates it into the tightly-coupled state estimation to keep 2-DoF attitude estimation precision, while simultaneous calculating the 6-DoF state by IMU pre-integration and vision. Meanwhile, the height radar is used to eliminate the cumulative drift of the drone height. A terrain estimator is set to prevent terrain abrupt changes.",,,,,39th Chinese Control Conference (CCC)39th Chinese Control Conference (CCC),"JUL 27-29, 2020JUL 27-29, 2020",,"Shenyang, PEOPLES R CHINAShenyang, PEOPLES R CHINA",0,0,0,0,0,0,0,0,2,2161-2927,,978-988-15639-0-3,,,,,,,,,,,,,2021-04-23,WOS:000629243503067,,
